Pathway	Species	LOR015C	LOR016C	LOR018C	LOR019C	LOR020C	LOR022C	LOR025C	LOR026C	LOR028C	LOR029C	LOR033C	LOR036C	LOR037C	LOR051C	LOR054C	LOR058C	LOR060C	LOR061C	LOR074C	LOR076C	LOR078C	LOR081C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR098C	LOR103C	LOR206C	LOR208C	LOR210C	LOR211C	LOR212C	LOR215C	LOR219C	LOR221C	LOR222C	LOR225C	LOR229C	LOR241C	LOR242C	LOR243C	LOR260C	LOR272C	LOR275C	LOR281C	LOR282C	LOR284C	LOR289C	LOR295C
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000194515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109373	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191616
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000882595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Enhydrobacter.s__Enhydrobacter_aerosaccus	0	0	0	0	0	0	0	0.000117834	0	0	0	0	0	0.000188349	0	0	0	0	0	0.000235018	0	4.51E-05	0	0	0	0	0	0	0	0	0	0.000147677	0	0	0	0.00140135	0	0.000101004	0	0	0	0	6.10E-05	0	0	0	0.000964228	0	0	0	0.000125848
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0.00239078	0	0	0	0	0	0	0	0	0.000302376	0	0	0	0	0	0	0	0	0	0	0	0.000798676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Halomonas.s__Halomonas_hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330253	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Kocuria.s__Kocuria_indica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Kocuria.s__Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187051	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Kytococcus.s__Kytococcus_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010171	0	0	0	0	0	0	0	0	0.000210849	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Luteimonas.s__Luteimonas_sp_83_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000436297
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Micrococcus.s__Micrococcus_aloeverae	0	0	0	0.0010327	0	0	0	0.000417384	0	0	0	0	0	0	0	0	0	0.00271187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029782	0	0	0.000507501	0	0.000653652	0	0	0.00188208	0	0	0.000128048
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Micrococcus.s__Micrococcus_luteus	0	0	0	0.00171383	0	0	0	0.000774956	0	0	0	0	0	0	0	0	0	0.00219799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251462	0	0	0.000778243	0	0.000613735	0	0	0.00227575	0.00239847	0	0.000230848
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Moraxella.s__Moraxella_osloensis	0	0	0	0	0	0	0	0.000783673	0	0	0	0	0	0.000981746	0	0	0	0	0	0.000331071	0	0.000536222	0	0.00012692	0	0	0	0	0	0	0	0.000309827	0	0	0	0.00302353	0	0.00289557	0	0	0	0	0.000841046	0	0	0	0.000844234	0	0	0	0.000228035
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Mycobacteroides.s__Mycobacteroides_chelonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000421156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97E-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Paracoccus.s__Paracoccus_sanguinis	0	0.00201898	0	0	0	0	0	0	0	0	0	0	0	0	0.000451266	0	0	0	0	0	0	0	0	0	0	0	0.00042504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0.0028937	0	0	0	0	0	5.14E-05	0.00381561	0	0	0	0	0	0	0	0	0	0	0	0	0.00412918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404366	0	0	0	0	0	0	0.00158912
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119853	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03E-05	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Pseudomonas.s__Pseudomonas_lundensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014445	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Tsukamurella.s__Tsukamurella_tyrosinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109944	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	g__Xanthomonadaceae_unclassified.s__Xanthomonadaceae_bacterium_NML91_0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186225	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	unclassified	0	0	0.0030295	0	0	0.00268592	0	0.00144601	0.00077506	0	0.00338602	0.00275816	0	0.00302295	0.00161971	0	0.00259754	0	0.00149441	0.000795656	0.00323521	0	0	0.00131037	0	0	0.00101348	0	0	0	0	0.00075201	0	0.00113486	0.00315462	0	0	0	0.0019996	0	0.00665425	0.00144111	0.00123571	0	0	0.000441489	0.00113874	0.000315911	0.0039369	0.00269176	0.00157596
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000468062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000685745	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000487887	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00220839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_coyleae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_imitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_lipophiloflavum	0	0	0	0	0	0	0	0.000474329	0	0	0	0	0	0	0.0017389	0	0	0	0.00110912	0	0.00152144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176131	0	0.000389377	0	0	0	0.00785357	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_pseudogenitalium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Corynebacterium.s__Corynebacterium_tuberculostearicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Cutibacterium.s__Cutibacterium_acnes	0	0.0057835	0.00306856	0.000842832	0.00949897	0.0031608	0.143888	0.00130855	0.00580971	0.00161939	0.00938724	0.00601726	0.0252181	0.00526164	0.00208303	0	0	0.002455	0.00231625	0.0096003	0.00330091	0.00152211	0.00322917	0.00950342	0.0100484	0.0170066	0.00217381	0.00900631	0.00487457	0.00161994	0	0.0051629	0	0.0073412	0.0120223	0.00603637	0.00647949	0.00114533	0.00592313	0.00945199	0	0.000728948	0.00446174	0.00375143	0.00654205	0.00178109	0	0.003768	0	0.0079331	0.00241641
HISDEG-PWY: L-histidine degradation I	g__Cutibacterium.s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0.000556869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0.000290579	0	0	0.000217929	0	0	0	0	0	0.000267735	0	0	0	0	0	0	0	0	0	0	0	0	0.000164135	9.78E-05	0	0	0	0	8.99E-05	0	0	0	0	0	0	0	0	0	0.001376	0.000113535
HISDEG-PWY: L-histidine degradation I	g__Deinococcus.s__Deinococcus_wulumuqiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106446
HISDEG-PWY: L-histidine degradation I	g__Dermacoccus.s__Dermacoccus_sp_PE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Haematobacter.s__Haematobacter_massiliensis	0	0	0	0	0	0.00155829	0	0	0	0	0	0	0	0	0.000255412	0	0	0	0	0	0	0	0	0	0	0	0.000559041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000735733	0	0
HISDEG-PWY: L-histidine degradation I	g__Janibacter.s__Janibacter_hoylei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.14E-05	0	0	0	0	0	0	0.00463999	0	0	0	0	0	0	0	0	0	0	0	0.000430509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Janibacter.s__Janibacter_indicus	0	0	0	0	0	0	0	0	0.000106403	0	0	0	0	0	8.19E-06	0	0	0	0	0	0	0	0	0	0	0	0.00120742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108731	0	0	7.27E-05
HISDEG-PWY: L-histidine degradation I	g__Kocuria.s__Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Kytococcus.s__Kytococcus_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000976858	0	0	0	0.000699502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000820346	0	0	0	0	0	0	0	0	0.000430974	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Microbacterium.s__Microbacterium_aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140926
HISDEG-PWY: L-histidine degradation I	g__Micrococcus.s__Micrococcus_aloeverae	0	0.000535284	0	0.00212138	0	0	0	0.00117956	0	0	0	0.00362448	0	0	5.60E-05	0	0.0035316	0.00531883	0	0	0	0	0	0	0	0.0036072	0.000315511	0.0040305	0	0	0	0.000359157	0	0	0	0	0	0.00065181	0.000897317	0.000313312	0	0.00040372	0.00150893	0	0.000896752	0.000309011	0	0.00275131	0	0	0.00026667
HISDEG-PWY: L-histidine degradation I	g__Micrococcus.s__Micrococcus_luteus	0	0.000588154	0	0.00174843	0	0	0	0.00143746	0	0	0	0.0047626	0	0	3.62E-05	0	0.00520619	0.00375508	0.000415975	0	0	0	0	0	0	0.00431951	0.000156996	0.00417711	0	0	0	0.000377291	0	0	0	0	0	0.000564271	0.00127066	0.000296549	0	0.000554631	0.00197619	0	0.0010932	0.000403153	0	0.00210775	0.00316504	0	0.000282848
HISDEG-PWY: L-histidine degradation I	g__Micrococcus.s__Micrococcus_terreus	0	0	0	0.009851	0	0	0	0	0	0	0.00109412	0	0	0	0.000793462	0	0	0	0.000475878	0	0	0	0	0	0	0	0	0	0	0.00294168	0	0	0	0	0	0	0	0	0	0	0	0.00197357	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Paracoccus.s__Paracoccus_sanguinis	0	0.00165047	0	0	0	0	0	0	0	0	0	0	0	0	0.000323137	0	0	0	0	0	0	0	0	0	0	0	0.000359563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Paracoccus.s__Paracoccus_sphaerophysae	0	0	0	0	0	0	0	0	0.00233389	0	0	0	0	0	0	0.00645382	0	0	0	0	0	0	0	0	0	0	0	0	0.0043234	0	0	0	0	0.000494393	0	0	0	0	0	0	0	0	0	0.00408269	0	0	0	0	0	0	0.00132434
HISDEG-PWY: L-histidine degradation I	g__Pseudoglutamicibacter.s__Pseudoglutamicibacter_cumminsii	0	0	0	0	0	0	0	0	0	0.00165127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265297	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Pseudomonas.s__Pseudomonas_helleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.50E-05	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Pseudomonas.s__Pseudomonas_lundensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000354185	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Sphingobacterium.s__Sphingobacterium_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655342	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Streptococcus.s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	g__Tsukamurella.s__Tsukamurella_tyrosinosolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000949508	0	0	0	0	0	0	0
HISDEG-PWY: L-histidine degradation I	unclassified	0	0	0.00260551	0	0	0.00115773	0	0.00111244	0	0	0	0	0	0.00166948	0.00125297	0	0	0	0.00049009	0	0	0	0	0	0	0	4.97E-05	0	0	0	0	0	0	0	0	0	0	0.000562207	0.00184605	0.000485973	0	0.000615776	0	0	0	0.000737383	0.00407449	0	0.000957866	0	0.000747723
HISTSYN-PWY: L-histidine biosynthesis	g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000344044	0	0	0.00369847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Brachybacterium.s__Brachybacterium_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000324744	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Brevundimonas.s__Brevundimonas_diminuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000443805	0	0	0	0.000633865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Brevundimonas.s__Brevundimonas_naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Brevundimonas.s__Brevundimonas_vesicularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Corynebacterium.s__Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Corynebacterium.s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Corynebacterium.s__Corynebacterium_doosanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238638	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Corynebacterium.s__Corynebacterium_lipophiloflavum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171639	0	0	0	0	0	0.00609978	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Corynebacterium.s__Corynebacterium_urealyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Cutibacterium.s__Cutibacterium_acnes	0	0.00434295	0	0	0.00642113	0.00226415	0	0	0.00475887	0	0.0064795	0.00371408	0	0.00416598	0.00140077	0	0	0	0.00142143	0.00625421	0	0	0	0.00646212	0	0	0.00179361	0	0.00298554	0.0021826	0	0.00316675	0	0.00459976	0.0100101	0.00422598	0.00602618	0	0.0043266	0.00650671	0	0.000550969	0.00232046	0.00292186	0	0.00135644	0	0.00243516	0	0.00718281	0.00134378
HISTSYN-PWY: L-histidine biosynthesis	g__Cutibacterium.s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Cutibacterium.s__Propionibacterium_humerusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HISTSYN-PWY: L-histidine biosynthesis	g__Cutibacterium.s__Propionibacterium_namnetense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121236	0
HISTSYN-PWY: L-histidine biosynthesis	g__Dietzia.s__Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
